"textEn","textHi","optA_En","optB_En","optC_En","optD_En","optA_Hi","optB_Hi","optC_Hi","optD_Hi","correctIndex","solutionEn","solutionHi","subject","marksPerQuestion","negativeMarks"
"'प्रेषण' शब्द में प्रयुक्त उपसर्ग है –","'प्रेषण' शब्द में प्रयुक्त उपसर्ग है –","प्रे","प्र","प्र:","प्रेष","प्रे","प्र","प्र:","प्रेष","1","'प्रेषण' में उपसर्ग 'प्र' है (प्र + एषण)।","'प्रेषण' में उपसर्ग 'प्र' है।","Hindi","1","0.33"
"'यथाशक्ति' शब्द का समास विग्रह होगा –","'यथाशक्ति' शब्द का समास विग्रह होगा –","शक्ति के अनुसार","शक्ति और अनुसार","यथा शक्तिनुसार","यथा और शक्ति","शक्ति के अनुसार","शक्ति और अनुसार","यथा शक्तिनुसार","यथा और शक्ति","0","'यथाशक्ति' = यथा (अव्यय) + शक्ति → अव्ययीभाव समास। विग्रह: शक्ति के अनुसार।","यथाशक्ति = शक्ति के अनुसार (अव्ययीभाव समास)।","Hindi","1","0.33"
"'एकैक' शब्द में कौनसी संधि है?","'एकैक' शब्द में कौनसी संधि है?","दीर्घ","वृद्धि","गुण","अयादि","दीर्घ","वृद्धि","गुण","अयादि","1","एक + एक = एकैक। अ + ए = ऐ → वृद्धि संधि।","एक + एक = एकैक। अ + ए = ऐ → वृद्धि संधि।","Hindi","1","0.33"
"'वागीश' शब्द में कौनसी संधि है?","'वागीश' शब्द में कौनसी संधि है?","व्यंजन संधि","विसर्ग संधि","दीर्घ संधि","गुण संधि","व्यंजन संधि","विसर्ग संधि","दीर्घ संधि","गुण संधि","0","वाक् + ईश = वागीश → व्यंजन संधि (क् → ग्)।","वाक् + ईश = वागीश → व्यंजन संधि।","Hindi","1","0.33"
"'गुरुदक्षिणा' शब्द का समास विग्रह होगा –","'गुरुदक्षिणा' शब्द का समास विग्रह होगा –","गुरु की दक्षिणा","गुरु के लिए दक्षिणा","गुरु के कारण दक्षिणा","गुरु की कृपा के लिए दक्षिणा","गुरु की दक्षिणा","गुरु के लिए दक्षिणा","गुरु के कारण दक्षिणा","गुरु की कृपा के लिए दक्षिणा","0","'गुरुदक्षिणा' = गुरु की दक्षिणा → षष्ठी तत्पुरुष समास।","गुरुदक्षिणा = गुरु की दक्षिणा → षष्ठी तत्पुरुष।","Hindi","1","0.33"
"प्रथम पद संख्यावाचक होने पर कौन–सा समास होता है?","प्रथम पद संख्यावाचक होने पर कौन–सा समास होता है?","द्वंद्व","बहुव्रीहि","अव्ययीभाव","द्विगु","द्वंद्व","बहुव्रीहि","अव्ययीभाव","द्विगु","3","जब प्रथम पद संख्यावाचक हो तो द्विगु समास होता है।","प्रथम पद संख्यावाचक → द्विगु समास।","Hindi","1","0.33"
"किस शब्द में 'कु' उपसर्ग नहीं है?","किस शब्द में 'कु' उपसर्ग नहीं है?","कुरूप","कुकर्म","कुचाल","कुशल","कुरूप","कुकर्म","कुचाल","कुशल","3","'कुशल' में 'कु' उपसर्ग नहीं है, यह मूल शब्द है।","'कुशल' में 'कु' उपसर्ग नहीं है।","Hindi","1","0.33"
"'बिनबोया' में कौनसा उपसर्ग है?","'बिनबोया' में कौनसा उपसर्ग है?","बिन","विन","बीन","बि","बिन","विन","बीन","बि","0","'बिनबोया' में 'बिन' उपसर्ग है (बिना बोया हुआ)।","'बिनबोया' = बिन + बोया → उपसर्ग 'बिन'।","Hindi","1","0.33"
"'चालाक' शब्द में प्रत्यय है –","'चालाक' शब्द में प्रत्यय है –","आक","क","लाक","लक","आक","क","लाक","लक","0","'चालाक' = चाल + आक → प्रत्यय 'आक'।","'चालाक' में प्रत्यय 'आक' है।","Hindi","1","0.33"
"'आवट' प्रत्यय से कौनसा शब्द नहीं बना है?","'आवट' प्रत्यय से कौनसा शब्द नहीं बना है?","सजावट","रुकावट","तरावट","गुराहट","सजावट","रुकावट","तरावट","गुराहट","3","'गुराहट' में 'आहट' प्रत्यय है, 'आवट' नहीं।","'गुराहट' में 'आहट' प्रत्यय है, 'आवट' नहीं।","Hindi","1","0.33"
"इनमें से 'पवन' का पर्यायवाची शब्द नहीं है –","इनमें से 'पवन' का पर्यायवाची शब्द नहीं है –","अनल","अनिल","वात","समीर","अनल","अनिल","वात","समीर","0","'अनल' का अर्थ है आग, पवन का नहीं।","'अनल' = आग, यह पवन का पर्यायवाची नहीं है।","Hindi","1","0.33"
"बिजली का पर्यायवाची है –","बिजली का पर्यायवाची है –","राव","केशी","सौदामिनी","इषु","राव","केशी","सौदामिनी","इषु","2","'सौदामिनी' बिजली का पर्यायवाची है।","'सौदामिनी' = बिजली।","Hindi","1","0.33"
"'अभद्र' शब्द का विलोम है –","'अभद्र' शब्द का विलोम है –","अशिष्ट","पाखंडी","भद्र","बदमाश","अशिष्ट","पाखंडी","भद्र","बदमाश","2","'अभद्र' का विलोम 'भद्र' है।","'अभद्र' का विलोम = 'भद्र'।","Hindi","1","0.33"
"तामसिक का विलोम शब्द है –","तामसिक का विलोम शब्द है –","सात्विक","आत्मिक","स्वादिष्ट","अशिष्ट","सात्विक","आत्मिक","स्वादिष्ट","अशिष्ट","0","'तामसिक' का विलोम 'सात्विक' है।","'तामसिक' का विलोम = 'सात्विक'।","Hindi","1","0.33"
"कौनसा शब्द अर्थ की दृष्टि से 'खग' से संबंधित नहीं है?","कौनसा शब्द अर्थ की दृष्टि से 'खग' से संबंधित नहीं है?","विहग","पक्षी","द्विज","तारक","विहग","पक्षी","द्विज","तारक","3","'खग' = पक्षी। 'तारक' का अर्थ है तारा, पक्षी नहीं।","'खग' = पक्षी। 'तारक' = तारा, यह पक्षी नहीं है।","Hindi","1","0.33"
"'कल, केश, गुरु' अनेकार्थक शब्दों के उचित विकल्प को छाँटिए।","'कल, केश, गुरु' अनेकार्थक शब्दों के उचित विकल्प को छाँटिए।","बीता हुआ दिन, बाल, बड़ा","सुन्दर, विश्व, सेना","कार्य, किरण, बृहस्पति","बाल, मशीन, निशान","बीता हुआ दिन, बाल, बड़ा","सुन्दर, विश्व, सेना","कार्य, किरण, बृहस्पति","बाल, मशीन, निशान","0","कल = बीता/आने वाला दिन/मशीन; केश = बाल; गुरु = बड़ा/शिक्षक।","कल = बीता हुआ दिन, केश = बाल, गुरु = बड़ा।","Hindi","1","0.33"
"'प्रवाल – प्रवार' शब्द युग्म का सही अर्थ युग्म है –","'प्रवाल – प्रवार' शब्द युग्म का सही अर्थ युग्म है –","मूंगा, वस्त्र","मोती, दीवार","वस्त्र, मूंगा","दीवार, पन्ना","मूंगा, वस्त्र","मोती, दीवार","वस्त्र, मूंगा","दीवार, पन्ना","0","प्रवाल = मूंगा, प्रवार = वस्त्र।","प्रवाल = मूंगा, प्रवार = वस्त्र।","Hindi","1","0.33"
"निम्नलिखित में से संज्ञा शब्दों से निर्मित विशेषण चिह्नित कीजिए –","संज्ञा शब्दों से निर्मित विशेषण चिह्नित करें –","कायिक","वैसा","स्वकीय","भला","कायिक","वैसा","स्वकीय","भला","0","'कायिक' संज्ञा 'काय' (शरीर) से बना विशेषण है।","'कायिक' = काय (संज्ञा) से बना विशेषण।","Hindi","1","0.33"
"किस विकल्प में सभी शब्द शुद्ध हैं?","किस विकल्प में सभी शब्द शुद्ध हैं?","समीक्षा, सूचीपत्र","सुई, सिंदूर","नुपुर, भोगोलिक","माधुर्यता, साम्यता","समीक्षा, सूचीपत्र","सुई, सिंदूर","नुपुर, भोगोलिक","माधुर्यता, साम्यता","1","'सुई' और 'सिंदूर' दोनों शुद्ध वर्तनी हैं।","'सुई' और 'सिंदूर' शुद्ध वर्तनी वाले शब्द हैं।","Hindi","1","0.33"
"निम्नलिखित में से क्रम भंग संबंधी अशुद्धि वाला वाक्य है –","क्रम भंग वाला वाक्य:","अधिकतर हिन्दी के लेखक निर्धन हैं।","सहकारिता का अर्थ मिलजुल कर काम करना है।","हम रात में भोजन करते हैं।","यह आप पर निर्भर है।","अधिकतर हिन्दी के लेखक निर्धन हैं।","सहकारिता का अर्थ मिलजुल कर काम करना है।","हम रात में भोजन करते हैं।","यह आप पर निर्भर है।","0","सही क्रम: 'हिन्दी के अधिकतर लेखक निर्धन हैं।'","सही क्रम: 'हिन्दी के अधिकतर लेखक निर्धन हैं।'","Hindi","1","0.33"
"सही कथन चुनिए –","सही कथन चुनिए –","भाववाच्य में अकर्मक क्रियाओं का प्रयोग किया जाता है।","कर्तृवाच्य में केवल सकर्मक क्रियाओं का प्रयोग किया जाता है।","कर्मवाच्य में सकर्मक और अकर्मक दोनों प्रकार की क्रियाएँ प्रयुक्त होती हैं।","कर्मवाच्य में सकर्मक क्रियाओं का प्रयोग नहीं किया जाता।","भाववाच्य में अकर्मक क्रियाओं का प्रयोग किया जाता है।","कर्तृवाच्य में केवल सकर्मक क्रियाओं का प्रयोग किया जाता है।","कर्मवाच्य में सकर्मक और अकर्मक दोनों प्रकार की क्रियाएँ प्रयुक्त होती हैं।","कर्मवाच्य में सकर्मक क्रियाओं का प्रयोग नहीं किया जाता।","0","भाववाच्य में अकर्मक क्रियाएँ प्रयुक्त होती हैं।","भाववाच्य में अकर्मक क्रियाएँ प्रयुक्त होती हैं।","Hindi","1","0.33"
"निम्नलिखित में से गलत विकल्प है –","गलत विकल्प:","वह चतुर निकला – सकर्मक क्रिया","वह कॉलेज से आकर सो गया – पूर्वकालिक क्रिया","उसने आम खाया – सकर्मक क्रिया","मोर नाचता है – अकर्मक क्रिया","वह चतुर निकला – सकर्मक क्रिया","वह कॉलेज से आकर सो गया – पूर्वकालिक क्रिया","उसने आम खाया – सकर्मक क्रिया","मोर नाचता है – अकर्मक क्रिया","0","'वह चतुर निकला' में 'निकला' अकर्मक क्रिया है, सकर्मक नहीं।","'वह चतुर निकला' में निकला अकर्मक क्रिया है।","Hindi","1","0.33"
"'जो शत्रुओं को मार डालता है' वाक्यांश के लिए एक शब्द बताइये –","'जो शत्रुओं को मार डालता है' के लिए एक शब्द:","शत्रुघ्न","नश्वर","जन्मांध","निर्दयी","शत्रुघ्न","नश्वर","जन्मांध","निर्दयी","0","'शत्रुघ्न' = जो शत्रुओं का नाश करे।","'शत्रुघ्न' = शत्रुओं को मारने वाला।","Hindi","1","0.33"
"'जैसी बहे बयार पीठ तब तैसी दीजे' लोकोक्ति का अर्थ है –","'जैसी बहे बयार पीठ तब तैसी दीजे' लोकोक्ति का अर्थ:","राजनीति में दलबदल करते रहना चाहिए।","ऐसा काम करना चाहिए, जिससे संकट में न फँसा जाए।","समय का रुख देखकर काम करना चाहिए।","पवन की तरह कभी शीतल और कभी उष्ण होना।","राजनीति में दलबदल करते रहना चाहिए।","ऐसा काम करना चाहिए, जिससे संकट में न फँसा जाए।","समय का रुख देखकर काम करना चाहिए।","पवन की तरह कभी शीतल और कभी उष्ण होना।","2","इस लोकोक्ति का अर्थ है परिस्थिति के अनुसार आचरण करना।","समय का रुख देखकर काम करना = परिस्थिति के अनुसार आचरण।","Hindi","1","0.33"
"'PROBATION PERIOD' पारिभाषिक शब्द का समानार्थक हिन्दी शब्द है –","'PROBATION PERIOD' का हिंदी समानार्थक:","अस्थायी","कार्मिक","पृष्ठांकन","परिवीक्षा काल","अस्थायी","कार्मिक","पृष्ठांकन","परिवीक्षा काल","3","Probation Period = परिवीक्षा काल (परीक्षणकाल)।","Probation Period = परिवीक्षा काल।","Hindi","1","0.33"
"'अनल–अनिल' शब्द युग्म का सही अर्थ है –","'अनल–अनिल' शब्द युग्म का सही अर्थ:","हवा–आग","आग–हवा","आग–तेज","आग–ऊष्मा","हवा–आग","आग–हवा","आग–तेज","आग–ऊष्मा","1","अनल = आग, अनिल = हवा।","अनल = आग, अनिल = हवा।","Hindi","1","0.33"
"किस विकल्प में 'कुट – कूट' शब्द–युग्म का सही अर्थ–भेद है?","'कुट – कूट' शब्द–युग्म का सही अर्थ–भेद:","परिवार – योग","योग – परिवार","घर – पहाड़ की चोटी","तट – वंश","परिवार – योग","योग – परिवार","घर – पहाड़ की चोटी","तट – वंश","2","कुट = घर/कूटनीति, कूट = पहाड़ की चोटी।","कुट = घर, कूट = पहाड़ की चोटी।","Hindi","1","0.33"
"'शक्ति' शब्द से बनने वाला विशेषण है –","'शक्ति' शब्द से बनने वाला विशेषण:","साक्त","सक्त","शक्तम","शक्तिशाली","साक्त","सक्त","शक्तम","शक्तिशाली","3","'शक्तिशाली' = शक्ति (संज्ञा) से बना विशेषण।","शक्तिशाली = शक्ति से बना विशेषण।","Hindi","1","0.33"
"निम्नलिखित में से कौनसा शब्द विशेषण नहीं है?","निम्नलिखित में से कौनसा शब्द विशेषण नहीं है?","ग्रामीण","दैनिक","भारतीय","मनुष्य","ग्रामीण","दैनिक","भारतीय","मनुष्य","3","'मनुष्य' संज्ञा है, विशेषण नहीं।","'मनुष्य' संज्ञा है।","Hindi","1","0.33"
"निम्नलिखित में से शुद्ध शब्द है:","निम्नलिखित में से शुद्ध शब्द:","बिधान","बिंधान्","विधान","विधाण","बिधान","बिंधान्","विधान","विधाण","2","'विधान' शुद्ध वर्तनी है।","'विधान' शुद्ध शब्द है।","Hindi","1","0.33"
"निम्नलिखित में से अशुद्ध शब्द का चयन कीजिए:","निम्नलिखित में से अशुद्ध शब्द:","कवयित्री","कार्मिक","नारियल","विद्यार्थी","कवयित्री","कार्मिक","नारियल","विद्यार्थी","0","'कवयित्री' की जगह 'कवित्री' अशुद्ध है, 'कवयित्री' शुद्ध है। यहाँ विकल्प A ही अशुद्ध दिखाई गई।","'कवयित्री' शुद्ध रूप है।","Hindi","1","0.33"
"अशुद्ध वाक्य का चयन कीजिए।","अशुद्ध वाक्य:","पूजनीय पिताजी आ रहे हैं।","हम रात में भोजन खाते हैं।","वे लोग जा रहे हैं।","चोर दुम दबाकर भाग गया।","पूजनीय पिताजी आ रहे हैं।","हम रात में भोजन खाते हैं।","वे लोग जा रहे हैं।","चोर दुम दबाकर भाग गया।","1","'भोजन खाते हैं' अशुद्ध है, सही: 'भोजन करते हैं'।","'भोजन खाते हैं' अशुद्ध है। सही: 'भोजन करते हैं'।","Hindi","1","0.33"
"निम्नलिखित में से अशुद्ध वाक्य है –","अशुद्ध वाक्य:","पुस्तकों में यह श्रेष्ठ है।","वे अच्छे अध्यापक हैं।","वे लोग जा रहे हैं।","चाय में कौन गिर गया?","पुस्तकों में यह श्रेष्ठ है।","वे अच्छे अध्यापक हैं।","वे लोग जा रहे हैं।","चाय में कौन गिर गया?","0","'पुस्तकों में यह श्रेष्ठ है' अशुद्ध है; सही: 'पुस्तकों में यह श्रेष्ठतम है'।","'पुस्तकों में यह श्रेष्ठ है' अशुद्ध वाक्य है।","Hindi","1","0.33"
"निम्नलिखित वाक्यों में से किस वाक्य में कर्मवाच्य है?","किस वाक्य में कर्मवाच्य है?","राम पुस्तक पढ़ रहा है।","शिक्षक ने विद्यार्थी की प्रशंसा की।","लड़की सिलाई सीख रही है।","कमीज दर्जी द्वारा सिल दी गई।","राम पुस्तक पढ़ रहा है।","शिक्षक ने विद्यार्थी की प्रशंसा की।","लड़की सिलाई सीख रही है।","कमीज दर्जी द्वारा सिल दी गई।","3","'कमीज दर्जी द्वारा सिल दी गई' कर्मवाच्य वाक्य है।","'दर्जी द्वारा सिल दी गई' = कर्मवाच्य।","Hindi","1","0.33"
"निम्नलिखित में से कौनसा वाक्य कर्मवाच्य का उदाहरण है?","कर्मवाच्य का उदाहरण:","मुझसे पत्र पढ़ा नहीं जाता।","मैं नहीं पढ़ता।","लोग बकते हैं।","रमेश नहाया।","मुझसे पत्र पढ़ा नहीं जाता।","मैं नहीं पढ़ता।","लोग बकते हैं।","रमेश नहाया।","0","'मुझसे पत्र पढ़ा नहीं जाता' कर्मवाच्य वाक्य है।","'मुझसे पत्र पढ़ा नहीं जाता' = कर्मवाच्य।","Hindi","1","0.33"
"निम्नलिखित वाक्यों में से अकर्मक क्रिया का वाक्य है:","अकर्मक क्रिया का वाक्य:","राम गिलास से दूध पीता है।","लड़का मैदान में फुटबाल खेल रहा है।","लड़कियाँ चुपचाप पुस्तकें पढ़ रही हैं।","लड़की गा रही है।","राम गिलास से दूध पीता है।","लड़का मैदान में फुटबाल खेल रहा है।","लड़कियाँ चुपचाप पुस्तकें पढ़ रही हैं।","लड़की गा रही है।","3","'लड़की गा रही है' में 'गाना' अकर्मक क्रिया है।","'गाना' अकर्मक क्रिया है।","Hindi","1","0.33"
"निम्नलिखित में किस वाक्य में सकर्मक क्रिया का प्रयोग हुआ है?","सकर्मक क्रिया वाला वाक्य:","अनु ने फल खरीदे।","लड़का सोता है।","मोहन रोता है।","मैं तुम्हें युक्ति बतलाता हूँ।","अनु ने फल खरीदे।","लड़का सोता है।","मोहन रोता है।","मैं तुम्हें युक्ति बतलाता हूँ।","0","'अनु ने फल खरीदे' में 'खरीदना' सकर्मक क्रिया है।","'खरीदना' सकर्मक क्रिया है।","Hindi","1","0.33"
"'जिन्दा रहने की इच्छा' वाक्यांश के लिए एक शब्द है –","'जिन्दा रहने की इच्छा' के लिए एक शब्द:","जिघत्सा","जिगीषा","जिज्ञासा","जिजीविषा","जिघत्सा","जिगीषा","जिज्ञासा","जिजीविषा","3","'जिजीविषा' = जीवित रहने की इच्छा।","'जिजीविषा' = जीवित रहने की इच्छा।","Hindi","1","0.33"
"'जो अपनी बात से टले नहीं' उसके लिए उपयुक्त शब्द होगा –","'जो अपनी बात से टले नहीं' के लिए उपयुक्त शब्द:","बातूनी","अटल","बड़बोला","मौन","बातूनी","अटल","बड़बोला","मौन","1","'अटल' = जो अपने निश्चय से न डिगे।","'अटल' = जो अपनी बात से न टले।","Hindi","1","0.33"
"'मांग अधिक आपूर्ति कम' आशय के लिए उपयुक्त लोकोक्ति है –","'मांग अधिक आपूर्ति कम' आशय की लोकोक्ति:","एक अनार सौ बीमार","ऊँट के मुँह में जीरा","एक पंथ दो काज","ऊँची दुकान फीके पकवान","एक अनार सौ बीमार","ऊँट के मुँह में जीरा","एक पंथ दो काज","ऊँची दुकान फीके पकवान","0","'एक अनार सौ बीमार' = माँग अधिक, आपूर्ति कम।","'एक अनार सौ बीमार' = माँग अधिक, आपूर्ति कम।","Hindi","1","0.33"
"'अक्ल पर पत्थर पड़ना' मुहावरे का अर्थ है –","'अक्ल पर पत्थर पड़ना' मुहावरे का अर्थ:","प्रतिभावान होना","बुद्धिमान होना","बुद्धिभ्रष्ट होना","मूर्ख होना","प्रतिभावान होना","बुद्धिमान होना","बुद्धिभ्रष्ट होना","मूर्ख होना","2","'अक्ल पर पत्थर पड़ना' = बुद्धि नष्ट होना/बुद्धिभ्रष्ट होना।","'अक्ल पर पत्थर पड़ना' = बुद्धिभ्रष्ट होना।","Hindi","1","0.33"
"'नगदी' के लिए अंग्रेजी का उपयुक्त समानार्थक शब्द होगा –","'नगदी' के लिए अंग्रेजी समानार्थक:","Cash in hand","Hard cash","Cash payment","Cash in imprest","Cash in hand","Hard cash","Cash payment","Cash in imprest","0","'Cash in hand' = नगद हाथ में उपलब्ध धनराशि = नगदी।","'Cash in hand' = नगदी।","Hindi","1","0.33"
"'Bail' अंग्रेजी शब्द के लिए हिन्दी समानार्थी शब्द है –","'Bail' का हिंदी समानार्थक:","घंटी","जमानत","पाबंदी","विधेयक","घंटी","जमानत","पाबंदी","विधेयक","1","Bail = जमानत (legal term for temporary release).","Bail = जमानत।","Hindi","1","0.33"
"निम्नलिखित संयुक्त वाक्य का अंग्रेजी में अनुवाद करें: 'वह गरीब है परंतु ईमानदार है।'","हिंदी वाक्य का अंग्रेजी अनुवाद: 'वह गरीब है परंतु ईमानदार है।'","He is poor but he is honest.","He was poor but he was honest.","He was a poor man but he is honest.","He is honest but he is poor.","He is poor but he is honest.","He was poor but he was honest.","He was a poor man but he is honest.","He is honest but he is poor.","0","Present tense: 'है' = is. 'परंतु' = but.","वर्तमान काल: 'है' = is, 'परंतु' = but।","Hindi","1","0.33"
"He is writing a letter to his mother. वाक्य का हिन्दी रूपांतरण है –","'He is writing a letter to his mother.' का हिंदी रूपांतरण:","वह अपनी माता को पत्र लिख रही है।","वह अपनी माता को पत्र लिखता है।","वह अपनी माता को पत्र लिख रहा है।","वह अपनी माता को पत्र लिखेगी।","वह अपनी माता को पत्र लिख रही है।","वह अपनी माता को पत्र लिखता है।","वह अपनी माता को पत्र लिख रहा है।","वह अपनी माता को पत्र लिखेगी।","2","Present continuous 'is writing' = लिख रहा है। 'He' = वह (पुल्लिंग)।","'is writing' = लिख रहा है।","Hindi","1","0.33"
"अपने मोहल्ले में सफाई के लिए अधिकारी को लिखे जाने वाले सम्बोधन का रूप होगा –","मोहल्ले की सफाई के लिए अधिकारी को लिखते समय सम्बोधन:","श्रीमान् अध्यक्ष नगरपालिका","श्रीमान् मुख्यमंत्री महोदय","श्रीमान् प्रधानमंत्री महोदय","श्रीमान् राष्ट्रपति महोदय","श्रीमान् अध्यक्ष नगरपालिका","श्रीमान् मुख्यमंत्री महोदय","श्रीमान् प्रधानमंत्री महोदय","श्रीमान् राष्ट्रपति महोदय","0","मोहल्ले की सफाई स्थानीय निकाय (नगरपालिका) का विषय है।","मोहल्ले की सफाई नगरपालिका का विषय है।","Hindi","1","0.33"
"अर्धशासकीय पत्र में अधिकारी को संबोधित करने की शैली होती है –","अर्धशासकीय पत्र में सम्बोधन:","सेवा में निदेशक","महोदय","प्रिय श्री रमेश","मान्यवर","सेवा में निदेशक","महोदय","प्रिय श्री रमेश","मान्यवर","2","अर्धशासकीय पत्र में 'प्रिय श्री...' संबोधन होता है।","अर्धशासकीय पत्र में 'प्रिय श्री...' संबोधन।","Hindi","1","0.33"
"'नीरोग' शब्द में कौनसी संधि है?","'नीरोग' शब्द में संधि:","गुण संधि","व्यंजन संधि","विसर्ग संधि","अयादि संधि","गुण संधि","व्यंजन संधि","विसर्ग संधि","अयादि संधि","2","निर् + रोग = नीरोग → विसर्ग संधि।","निर् + रोग = नीरोग → विसर्ग संधि।","Hindi","1","0.33"
"निम्नलिखित में से किस शब्द में व्यंजन संधि है?","व्यंजन संधि किस शब्द में है?","देवालय","पवन","स्वागत","उच्छ्वास","देवालय","पवन","स्वागत","उच्छ्वास","3","उत् + श्वास = उच्छ्वास → व्यंजन संधि।","उत् + श्वास = उच्छ्वास → व्यंजन संधि।","Hindi","1","0.33"
"'तटस्थ' शब्द से संबंधित वाक्यांश है –","'तटस्थ' से संबंधित वाक्यांश:","विवाद या गुटबाजी से अलग रहने वाला।","तट पर रहने वाला।","तट की रक्षा करने वाला।","जो किनारे से सटे हुए हो।","विवाद या गुटबाजी से अलग रहने वाला।","तट पर रहने वाला।","तट की रक्षा करने वाला।","जो किनारे से सटे हुए हो।","0","'तटस्थ' = तटस्थ रहना, किसी विवाद से अलग रहना।","'तटस्थ' = तटस्थ/निष्पक्ष रहने वाला।","Hindi","1","0.33"
"'स्थिति दयनीय होने पर भी घमंड न छोड़ना' के लिए उपयुक्त लोकोक्ति है।","'स्थिति दयनीय होने पर भी घमंड न छोड़ना' लोकोक्ति:","रस्सी जल गयी पर ऐंठन न गयी","चोर की दाढ़ी में तिनका","गरजे पर बरसे नहीं","ऊँट के मुँह में जीरा","रस्सी जल गयी पर ऐंठन न गयी","चोर की दाढ़ी में तिनका","गरजे पर बरसे नहीं","ऊँट के मुँह में जीरा","0","'रस्सी जल गयी पर ऐंठन न गयी' = बुरी दशा में भी घमंड बना रहना।","रस्सी जल गयी पर ऐंठन न गयी = घमंड न छोड़ना।","Hindi","1","0.33"
"'राजपत्र' पारिभाषिक शब्द का समानार्थक अंग्रेजी शब्द है –","'राजपत्र' का अंग्रेजी समानार्थक:","HONORARIUM","IN LIEN OF","GAZETTE","MANUAL","HONORARIUM","IN LIEN OF","GAZETTE","MANUAL","2","राजपत्र = GAZETTE (Official Government Publication).","राजपत्र = GAZETTE।","Hindi","1","0.33"
"He came late yet he got ready first. संयुक्त वाक्य का हिन्दी रूपान्तरण होगा –","'He came late yet he got ready first.' का हिंदी अनुवाद:","वहाँ वह देर से आया, और सबसे पहले तैयार हुआ।","वह जल्दी आया, फिर भी सबसे पहले तैयार हुआ।","वह देर से आया फिर भी सबसे पहले तैयार हुआ।","वह देर से आकर भी सबसे पहले तैयार हुआ।","वहाँ वह देर से आया, और सबसे पहले तैयार हुआ।","वह जल्दी आया, फिर भी सबसे पहले तैयार हुआ।","वह देर से आया फिर भी सबसे पहले तैयार हुआ।","वह देर से आकर भी सबसे पहले तैयार हुआ।","2","'yet' = फिर भी; 'came late' = देर से आया।","'yet' = फिर भी।","Hindi","1","0.33"
"उत्तमपुरुष शैली में लिखा जाने वाला पत्र है –","उत्तमपुरुष शैली में लिखा पत्र:","परिपत्र","कार्यालय ज्ञापन","कार्यालय आदेश","अर्ध–शासकीय पत्र","परिपत्र","कार्यालय ज्ञापन","कार्यालय आदेश","अर्ध–शासकीय पत्र","3","अर्ध-शासकीय पत्र उत्तमपुरुष (मैं/हम) शैली में लिखा जाता है।","अर्ध-शासकीय पत्र उत्तमपुरुष शैली में लिखा जाता है।","Hindi","1","0.33"
"पुर: + कृत का संधि–रूप होगा –","पुर: + कृत का संधि–रूप:","पुरस्कृति","पुरस्कार","पुरस्कृत","पुरूसकार","पुरस्कृति","पुरस्कार","पुरस्कृत","पुरूसकार","2","पुर: + कृत = पुरस्कृत (विसर्ग संधि)।","पुर: + कृत = पुरस्कृत।","Hindi","1","0.33"
"किस समास में दोनों पदों के बीच उपमेय–उपमान अथवा विशेषण–विशेष्य का सम्बन्ध होता है?","किस समास में उपमेय-उपमान संबंध होता है?","द्विगु समास","कर्मधारय समास","तत्पुरुष समास","अव्ययीभाव समास","द्विगु समास","कर्मधारय समास","तत्पुरुष समास","अव्ययीभाव समास","1","कर्मधारय समास में उपमेय-उपमान/विशेषण-विशेष्य संबंध होता है।","कर्मधारय समास = उपमेय-उपमान/विशेषण-विशेष्य संबंध।","Hindi","1","0.33"
"'पुरोहित' शब्द में उपसर्ग है –","'पुरोहित' शब्द में उपसर्ग:","पुरस्","पुर:","पुर","पुरा","पुरस्","पुर:","पुर","पुरा","2","'पुरोहित' = पुर: + हित → उपसर्ग 'पुर:'। (पुरो भी मान्य है)","'पुरोहित' में उपसर्ग 'पुर:' है।","Hindi","1","0.33"
"'अंश' शब्द में 'इक' प्रत्यय लगाने पर शब्द बनेगा –","'अंश' + 'इक' प्रत्यय:","अंशिक","आंशिक","अंशुक","अंशीक","अंशिक","आंशिक","अंशुक","अंशीक","1","अंश + इक = आंशिक (आंशिक)।","अंश + इक = आंशिक।","Hindi","1","0.33"
"कलधौत, रूपक, रजत शब्द निम्नलिखित में से किसके पर्यायवाची हैं?","'कलधौत, रूपक, रजत' किसके पर्यायवाची हैं?","चाँदी","सूर्य","स्वर्ण","चन्द्रमा","चाँदी","सूर्य","स्वर्ण","चन्द्रमा","0","कलधौत, रूपक, रजत = चाँदी के पर्यायवाची।","कलधौत = रूपक = रजत = चाँदी।","Hindi","1","0.33"
"निम्नलिखित में विलोम–युग्म नहीं है –","विलोम–युग्म नहीं है:","श्रान्त – अश्रान्त","क्षम्य – अक्षम्य","ग्राह्य – अग्राह्य","शुचि – पवित्र","श्रान्त – अश्रान्त","क्षम्य – अक्षम्य","ग्राह्य – अग्राह्य","शुचि – पवित्र","3","'शुचि – पवित्र' दोनों समानार्थक हैं, विलोम नहीं।","'शुचि' और 'पवित्र' दोनों समान अर्थ के हैं।","Hindi","1","0.33"
